title,code,type,last update of data,last table structure change,data start,data end,start_year,start_period,end_year,end_period,domain
Catches - north-east Pacific,FISH_CA_PAC67,dataset,2012-12-12 22:00:00+00:00,2024-01-03 22:00:00+00:00,1970,2010,1970.0,,2010.0,,FISH
Catches - inland waters,FISH_CA_INW09,dataset,2013-01-11 22:00:00+00:00,2024-01-03 22:00:00+00:00,1950,2011,1950.0,,2011.0,,FISH
"Persons at risk of poverty by level of disability (activity limitation), sex and age",HLTH_DPE020,dataset,2025-04-30 09:00:00+00:00,2025-01-27 22:00:00+00:00,2010,2024,2010.0,,2024.0,,HLTH
Catches - east-central Pacific,FISH_CA_PAC77,dataset,2013-12-16 22:00:00+00:00,2024-01-03 22:00:00+00:00,1950,2011,1950.0,,2011.0,,FISH
"Enterprises managed by the founder, by education attainment level of the entrepreneur (2005)",FOBS_EDU,dataset,2009-03-27 10:00:00+00:00,2023-12-21 22:00:00+00:00,2005,2005,2005.0,,2005.0,,FOBS
"Persons at risk of poverty before social transfers (pensions included in social transfers) by level of disability (activity limitation), sex and age",HLTH_DPE030,dataset,2025-04-30 09:00:00+00:00,2025-01-27 22:00:00+00:00,2010,2024,2010.0,,2024.0,,HLTH
"Area of wooded land (FAO, FE)",FOR_AREA,dataset,2021-03-12 22:00:00+00:00,2024-04-30 21:00:00+00:00,1990,2020,1990.0,,2020.0,,FOR
"Persons living in households with very low work intensity by level of disability (activity limitation), sex and age",HLTH_DPE040,dataset,2025-04-30 09:00:00+00:00,2025-01-27 22:00:00+00:00,2014,2024,2014.0,,2024.0,,HLTH
Area of wooded land (EFA questionnaire),FOR_AREA_EFA,dataset,2024-12-13 22:00:00+00:00,2024-12-13 22:00:00+00:00,1990,2023,1990.0,,2023.0,,FOR
Sawnwood trade by species,FOR_SWSPEC,dataset,2024-10-24 21:00:00+00:00,2024-10-24 21:00:00+00:00,1992,2023,1992.0,,2023.0,,FOR
"Volume of timber (FAO, FE)",FOR_VOL,dataset,2020-12-09 22:00:00+00:00,2024-04-30 21:00:00+00:00,1990,2020,1990.0,,2020.0,,FOR
"Women as victims/non-victims of violence, by awareness of free legal aid",GBV_AWR_LEG,dataset,2024-11-25 10:00:00+00:00,2024-11-25 10:00:00+00:00,2021,2021,2021.0,,2021.0,,GBV
Perception of women as victims/non-victims of intimate partner violence by commonness of this violence against women,GBV_IPV_COMM,dataset,2024-11-25 10:00:00+00:00,2024-11-25 10:00:00+00:00,2021,2021,2021.0,,2021.0,,GBV
"Ever-working women who have experienced sexual harassment at work, by person/support service to whom violence was reported during last year",GBV_SHW_RP,dataset,2024-11-25 10:00:00+00:00,2024-11-25 10:00:00+00:00,2021,2021,2021.0,,2021.0,,GBV
"In-work at-risk-of-poverty rate by level of disability (activity limitation), sex and age",HLTH_DPE050,dataset,2025-04-30 09:00:00+00:00,2025-01-27 22:00:00+00:00,2010,2024,2010.0,,2024.0,,HLTH
"Women who have experienced violence by a non-partner, by occurrence of the last episode",GBV_NPV_OCC,dataset,2024-11-25 10:00:00+00:00,2024-11-25 10:00:00+00:00,2021,2021,2021.0,,2021.0,,GBV
"Women who have experienced violence by a non-partner, by type of perpetrator",GBV_NPV_PERP,dataset,2024-11-25 10:00:00+00:00,2024-11-25 10:00:00+00:00,2021,2021,2021.0,,2021.0,,GBV
"Population by sex, age and disability status",HLTH_DPEH005,dataset,2015-05-18 21:00:00+00:00,2024-01-03 22:00:00+00:00,2012,2012,2012.0,,2012.0,,HLTH
Inpatient curative care bed occupancy rate by type of care,HLTH_CO_BEDOC,dataset,2024-12-11 22:00:00+00:00,2024-07-11 09:00:00+00:00,1960,2022,1960.0,,2022.0,,HLTH
"Population by sex, age, disability status and labour status",HLTH_DPEH010,dataset,2015-05-18 21:00:00+00:00,2024-01-03 22:00:00+00:00,2012,2012,2012.0,,2012.0,,HLTH
"Medical technologies - examinations by medical imaging techniques (CT, MRI and PET)",HLTH_CO_EXAM,dataset,2024-09-03 21:00:00+00:00,2024-07-11 09:00:00+00:00,1995,2022,1995.0,,2022.0,,HLTH
"Population by sex, age, disability status and having a longstanding difficulty in basic activities",HLTH_DPEH060,dataset,2015-05-18 21:00:00+00:00,2024-01-03 22:00:00+00:00,2012,2012,2012.0,,2012.0,,HLTH
"Population by sex, age, disability status and educational attainment level",HLTH_DPEH020,dataset,2015-05-18 21:00:00+00:00,2024-01-03 22:00:00+00:00,2012,2012,2012.0,,2012.0,,HLTH
"Participation in activities of churches or other religious organisations by level of disability (activity limitation), sex and age",HLTH_DS040,dataset,2014-10-22 21:00:00+00:00,2024-01-03 22:00:00+00:00,2006,2006,2006.0,,2006.0,,HLTH
"Population by sex, age, disability status and income quintile",HLTH_DPEH030,dataset,2015-05-18 21:00:00+00:00,2024-10-14 21:00:00+00:00,2012,2012,2012.0,,2012.0,,HLTH
"Medical intervention for an accident resulting in injury by sex, age and educational attainment level",HLTH_EHIS_AC2E,dataset,2022-10-27 21:00:00+00:00,2024-01-03 22:00:00+00:00,2014,2019,2014.0,,2019.0,,HLTH
"Population by sex, age, disability status and household type",HLTH_DPEH040,dataset,2015-05-18 21:00:00+00:00,2024-01-03 22:00:00+00:00,2012,2012,2012.0,,2012.0,,HLTH
"Self-reported time elapsed since last visit to a medical professional by sex, age and degree of urbanisation",HLTH_EHIS_AM1U,dataset,2022-11-30 22:00:00+00:00,2024-01-03 22:00:00+00:00,2014,2019,2014.0,,2019.0,,HLTH
"Population by sex, age, disability status and having a longstanding health problem",HLTH_DPEH050,dataset,2015-05-18 21:00:00+00:00,2024-01-03 22:00:00+00:00,2012,2012,2012.0,,2012.0,,HLTH
"Self-reported use of home care services by sex, age and educational attainment level",HLTH_EHIS_AM7E,dataset,2021-11-16 22:00:00+00:00,2024-01-03 22:00:00+00:00,2014,2019,2014.0,,2019.0,,HLTH
"Population by sex, age, disability status and reporting a longstanding difficulty in activities of personal care",HLTH_DPEH070,dataset,2015-05-18 21:00:00+00:00,2024-01-03 22:00:00+00:00,2012,2012,2012.0,,2012.0,,HLTH
Percentage distribution of types of assistance provided to employed disabled people by sex,HLTH_DB_EMASPT,dataset,2009-03-27 10:00:00+00:00,2023-12-21 22:00:00+00:00,2002,2002,2002.0,,2002.0,,HLTH
"Population by sex, age, disability status and reporting a longstanding difficulty in activities of household care",HLTH_DPEH080,dataset,2015-05-18 21:00:00+00:00,2024-01-03 22:00:00+00:00,2012,2012,2012.0,,2012.0,,HLTH
Percentage distribution of causes of disability by sex and economic activity (NACE Rev. 1),HLTH_DB_EMCANA,dataset,2009-03-27 10:00:00+00:00,2024-10-14 21:00:00+00:00,2002,2002,2002.0,,2002.0,,HLTH
"Persons reporting a longstanding health problem by sex, age and type of longstanding health problem",HLTH_DPEH090,dataset,2015-05-18 21:00:00+00:00,2024-01-03 22:00:00+00:00,2012,2012,2012.0,,2012.0,,HLTH
Percentage distribution of types of disability by sex and age,HLTH_DB_EMTYAG,dataset,2009-03-27 10:00:00+00:00,2023-12-21 22:00:00+00:00,2002,2002,2002.0,,2002.0,,HLTH
"Persons reporting a longstanding difficulty in basic activities by sex, age and type of basic activity where a longstanding difficulty is encountered",HLTH_DPEH100,dataset,2015-05-18 21:00:00+00:00,2024-01-03 22:00:00+00:00,2012,2012,2012.0,,2012.0,,HLTH
"Young persons neither in employment nor in education and training by type of disability, sex and age",HLTH_DE030,dataset,2019-03-21 22:00:00+00:00,2024-01-03 22:00:00+00:00,2011,2011,2011.0,,2011.0,,HLTH
"Persons reporting a difficulty in personal care activities by sex, age and need for assistance",HLTH_DPEH110,dataset,2015-05-18 21:00:00+00:00,2024-08-22 09:00:00+00:00,2012,2012,2012.0,,2012.0,,HLTH
"Persons with disabilities by sex, need for assistance and income quintile",HLTH_DPEH150,dataset,2015-05-18 21:00:00+00:00,2024-10-14 21:00:00+00:00,2012,2012,2012.0,,2012.0,,HLTH
"Persons reporting a difficulty in household care activities by sex, age and need for assistance",HLTH_DPEH120,dataset,2015-05-18 21:00:00+00:00,2024-08-22 09:00:00+00:00,2012,2012,2012.0,,2012.0,,HLTH
"Frequency of alcohol consumption by sex, age and country of birth",HLTH_EHIS_AL1B,dataset,2022-11-08 22:00:00+00:00,2024-01-03 22:00:00+00:00,2014,2019,2014.0,,2019.0,,HLTH
"Persons with disabilities by sex, age and need for assistance",HLTH_DPEH130,dataset,2015-05-18 21:00:00+00:00,2024-08-22 09:00:00+00:00,2012,2012,2012.0,,2012.0,,HLTH
"Hazardous alcohol drinkers by sex, age and income quintile",HLTH_EHIS_AL2I,dataset,2019-03-21 22:00:00+00:00,2024-01-03 22:00:00+00:00,2014,2014,2014.0,,2014.0,,HLTH
"Persons with disabilities by sex, need for assistance and labour status",HLTH_DPEH135,dataset,2015-05-18 21:00:00+00:00,2024-08-22 09:00:00+00:00,2012,2012,2012.0,,2012.0,,HLTH
"Persons with disabilities by sex, need for assistance and household type",HLTH_DPEH160,dataset,2015-05-18 21:00:00+00:00,2024-08-22 09:00:00+00:00,2012,2012,2012.0,,2012.0,,HLTH
"Persons with disabilities by sex, need for assistance and educational attainment level",HLTH_DPEH140,dataset,2015-05-18 21:00:00+00:00,2024-08-22 09:00:00+00:00,2012,2012,2012.0,,2012.0,,HLTH
"Persons with disabilities by sex, need for assistance and having a longstanding difficulty in basic activities",HLTH_DPEH180,dataset,2015-05-18 21:00:00+00:00,2024-08-22 09:00:00+00:00,2012,2012,2012.0,,2012.0,,HLTH
"Persons with disabilities by sex, need for assistance and having a longstanding health problem",HLTH_DPEH170,dataset,2015-05-18 21:00:00+00:00,2024-08-22 09:00:00+00:00,2012,2012,2012.0,,2012.0,,HLTH
"Persons with disabilities by sex, age and life area where a barrier is reported",HLTH_DSI090,dataset,2015-05-18 21:00:00+00:00,2024-01-03 22:00:00+00:00,2012,2012,2012.0,,2012.0,,HLTH
"Persons with disabilities by sex, need for assistance and having a longstanding difficulty in activities of personal care",HLTH_DPEH190,dataset,2015-05-18 21:00:00+00:00,2024-08-22 09:00:00+00:00,2012,2012,2012.0,,2012.0,,HLTH
"Persons with disabilities by sex, life area where a barrier is reported and having a longstanding difficulty in basic activities",HLTH_DSI140,dataset,2015-05-18 21:00:00+00:00,2024-01-03 22:00:00+00:00,2012,2012,2012.0,,2012.0,,HLTH
"Persons with disabilities by sex, need for assistance and having a longstanding difficulty in activities of household care",HLTH_DPEH200,dataset,2015-05-18 21:00:00+00:00,2024-08-22 09:00:00+00:00,2012,2012,2012.0,,2012.0,,HLTH
"Frequency of going to cinema, live performances, cultural sites or attending live sport events by level of disability (activity limitation), sex and age",HLTH_DS010,dataset,2014-10-20 21:00:00+00:00,2024-01-03 22:00:00+00:00,2006,2006,2006.0,,2006.0,,HLTH
"Frequency of getting together with relatives or friends by level of disability (activity limitation), sex and age",HLTH_DS020,dataset,2014-10-20 21:00:00+00:00,2024-01-03 22:00:00+00:00,2006,2006,2006.0,,2006.0,,HLTH
"Persons reporting an accident resulting in injury by sex, age and educational attainment level",HLTH_EHIS_AC1E,dataset,2022-03-22 10:00:00+00:00,2024-01-03 22:00:00+00:00,2014,2019,2014.0,,2019.0,,HLTH
"Frequency of contacts with relatives or friends by level of disability (activity limitation), sex and age",HLTH_DS030,dataset,2014-10-22 21:00:00+00:00,2024-01-03 22:00:00+00:00,2006,2006,2006.0,,2006.0,,HLTH
"Self-reported unmet needs for specific health care-related services due to financial reasons by sex, age and income quintile",HLTH_EHIS_UN2I,dataset,2022-03-23 22:00:00+00:00,2024-01-03 22:00:00+00:00,2019,2019,2019.0,,2019.0,,HLTH
"Participation in informal voluntary activities by level of disability (activity limitation), sex and age",HLTH_DS050,dataset,2014-10-22 21:00:00+00:00,2024-01-03 22:00:00+00:00,2006,2006,2006.0,,2006.0,,HLTH
"Frequency of alcohol consumption by sex, age and degree of urbanisation",HLTH_EHIS_AL1U,dataset,2022-10-27 21:00:00+00:00,2024-01-03 22:00:00+00:00,2014,2019,2014.0,,2019.0,,HLTH
"Persons with disabilities by sex, age and severity of disability",HLTH_DSI010,dataset,2015-05-18 21:00:00+00:00,2024-01-03 22:00:00+00:00,2012,2012,2012.0,,2012.0,,HLTH
"Self-reported consultations of a medical professional by sex, age and degree of urbanisation",HLTH_EHIS_AM2U,dataset,2022-10-17 21:00:00+00:00,2024-01-03 22:00:00+00:00,2014,2019,2014.0,,2019.0,,HLTH
"Persons with disabilities by sex, severity of disability and labour status",HLTH_DSI015,dataset,2015-05-18 21:00:00+00:00,2024-01-03 22:00:00+00:00,2012,2012,2012.0,,2012.0,,HLTH
"Consumption of vegetables by sex, age and educational attainment level (%)",HLTH_EHIS_DE8,dataset,2014-03-20 22:00:00+00:00,2023-12-21 22:00:00+00:00,2008,2008,2008.0,,2008.0,,HLTH
"Persons with disabilities by sex, severity of disability and educational attainment level",HLTH_DSI020,dataset,2015-05-18 21:00:00+00:00,2024-01-03 22:00:00+00:00,2012,2012,2012.0,,2012.0,,HLTH
"Self-reported use of home care services by sex, age and income quintile",HLTH_EHIS_AM7I,dataset,2021-11-18 22:00:00+00:00,2024-01-03 22:00:00+00:00,2019,2019,2019.0,,2019.0,,HLTH
"Persons with disabilities by sex, severity of disability and income quintile",HLTH_DSI030,dataset,2015-05-19 21:00:00+00:00,2024-10-14 21:00:00+00:00,2012,2012,2012.0,,2012.0,,HLTH
"Practice of daily physical activity by sex, age and educational attainment level (%)",HLTH_EHIS_DE9,dataset,2014-03-20 22:00:00+00:00,2023-12-21 22:00:00+00:00,2008,2008,2008.0,,2008.0,,HLTH
"Persons with disabilities by sex, severity of disability and household type",HLTH_DSI040,dataset,2015-05-19 21:00:00+00:00,2024-01-03 22:00:00+00:00,2012,2012,2012.0,,2012.0,,HLTH
"Self-reported use of prescribed medicines for specific diseases by sex, age and educational attainment level",HLTH_EHIS_HC7,dataset,2014-03-20 22:00:00+00:00,2023-12-21 22:00:00+00:00,2008,2008,2008.0,,2008.0,,HLTH
"Persons with disabilities by sex, severity of disability and having a longstanding health problem",HLTH_DSI050,dataset,2015-05-18 21:00:00+00:00,2024-01-03 22:00:00+00:00,2012,2012,2012.0,,2012.0,,HLTH
"Self-reported use of home care services by sex, age and level of difficulty with personal care or household activities",HLTH_EHIS_AM7TA,dataset,2021-07-26 21:00:00+00:00,2024-01-03 22:00:00+00:00,2014,2019,2014.0,,2019.0,,HLTH
"Persons with disabilities by sex, severity of disability and having a longstanding difficulty in basic activities",HLTH_DSI060,dataset,2015-05-18 21:00:00+00:00,2024-01-03 22:00:00+00:00,2012,2012,2012.0,,2012.0,,HLTH
"Body mass index (BMI) by level of disability (activity limitation), sex and age",HLTH_EHIS_BM1D,dataset,2022-10-27 21:00:00+00:00,2024-01-03 22:00:00+00:00,2014,2019,2014.0,,2019.0,,HLTH
"Persons with disabilities by sex, severity of disability and having a longstanding difficulty in activities of personal care",HLTH_DSI070,dataset,2015-05-18 21:00:00+00:00,2024-01-03 22:00:00+00:00,2012,2012,2012.0,,2012.0,,HLTH
"Number of accidents at work by working environment, NACE Rev. 1.1 activity, sex, age and severity",HSW_AW_WE1,dataset,2009-03-27 10:00:00+00:00,2024-01-03 22:00:00+00:00,2005,2005,2005.0,,2005.0,,HSW
"Persons with disabilities by sex, severity of disability and having a longstanding difficulty in activities of household care",HLTH_DSI080,dataset,2015-05-18 21:00:00+00:00,2024-01-03 22:00:00+00:00,2012,2012,2012.0,,2012.0,,HLTH
"Number of accidents at work by working process, economic activity, sex, age and severity",HSW_AW_WP1,dataset,2009-03-27 10:00:00+00:00,2024-01-03 22:00:00+00:00,2005,2005,2005.0,,2005.0,,HSW
"Persons reporting a chronic disease, by disease, sex, age and income quintile",HLTH_EHIS_CD1I,dataset,2021-12-17 22:00:00+00:00,2024-01-03 22:00:00+00:00,2014,2019,2014.0,,2019.0,,HLTH
"Daily smokers of cigarettes by sex, age and income quintile (%)",HLTH_EHIS_DE4,dataset,2012-04-13 21:00:00+00:00,2023-12-21 22:00:00+00:00,2008,2008,2008.0,,2008.0,,HLTH
"Persons with disabilities by sex, life area where a barrier is reported and labour status",HLTH_DSI095,dataset,2015-05-18 21:00:00+00:00,2024-01-03 22:00:00+00:00,2012,2012,2012.0,,2012.0,,HLTH
"Frequency of fruit and vegetables consumption by sex, age and country of birth",HLTH_EHIS_FV1B,dataset,2022-11-08 22:00:00+00:00,2024-01-03 22:00:00+00:00,2014,2019,2014.0,,2019.0,,HLTH
"Persons with disabilities by sex, life area where a barrier is reported and educational attainment level",HLTH_DSI100,dataset,2015-05-18 21:00:00+00:00,2024-01-03 22:00:00+00:00,2012,2012,2012.0,,2012.0,,HLTH
"Frequency of fruit and vegetables consumption by sex, age and income quintile",HLTH_EHIS_FV1I,dataset,2022-04-01 21:00:00+00:00,2024-01-03 22:00:00+00:00,2019,2019,2019.0,,2019.0,,HLTH
"Persons with disabilities by sex, life area where a barrier is reported and income quintile",HLTH_DSI110,dataset,2015-05-18 21:00:00+00:00,2024-10-14 21:00:00+00:00,2012,2012,2012.0,,2012.0,,HLTH
"Severity of current depressive symptoms by sex, age and country of birth",HLTH_EHIS_MH2B,dataset,2022-11-14 22:00:00+00:00,2024-01-03 22:00:00+00:00,2014,2019,2014.0,,2019.0,,HLTH
"Persons with disabilities by sex, life area where a barrier is reported and household type",HLTH_DSI120,dataset,2015-05-18 21:00:00+00:00,2024-01-03 22:00:00+00:00,2012,2012,2012.0,,2012.0,,HLTH
"Performing (non-work-related) physical activities by sex, age and income quintile",HLTH_EHIS_PE3I,dataset,2022-06-01 21:00:00+00:00,2024-01-03 22:00:00+00:00,2014,2019,2014.0,,2019.0,,HLTH
"Persons with disabilities by sex, life area where a barrier is reported and having a longstanding health problem",HLTH_DSI130,dataset,2015-05-18 21:00:00+00:00,2024-01-03 22:00:00+00:00,2012,2012,2012.0,,2012.0,,HLTH
"Self-reported last colorectal cancer screening test by sex, age and income quintile",HLTH_EHIS_PA5I,dataset,2021-10-29 21:00:00+00:00,2024-01-03 22:00:00+00:00,2019,2019,2019.0,,2019.0,,HLTH
"Persons with disabilities by sex, life area where a barrier is reported and having a longstanding difficulty in activities of personal care",HLTH_DSI150,dataset,2015-05-18 21:00:00+00:00,2024-01-03 22:00:00+00:00,2012,2012,2012.0,,2012.0,,HLTH
"Psychological distress by sex, age and educational attainment level (average score)",HLTH_EHIS_ST7,dataset,2014-03-20 22:00:00+00:00,2023-12-21 22:00:00+00:00,2008,2008,2008.0,,2008.0,,HLTH
